day,combo_id,kind,buy_hour,sell_hour,profit
2020-12-06,0,buy_only,1,,55.57490197352598
2020-12-06,1,buy_only,2,,55.43026602629015
2020-12-06,2,buy_only,3,,60.92431632560049
2020-12-06,3,buy_only,4,,53.23282458737625
2020-12-06,4,buy_only,5,,56.29608741792523
2020-12-06,5,buy_only,6,,58.13402706408291
2020-12-06,6,buy_only,7,,55.39824125733889
2020-12-06,7,buy_only,8,,56.688300331677894
2020-12-06,8,buy_only,9,,50.32679564993307
2020-12-06,9,buy_only,10,,59.41474695023705
2020-12-06,10,buy_only,11,,51.008986257602665
2020-12-06,11,buy_only,12,,51.86838078924798
2020-12-06,12,buy_only,13,,55.48092326989893
2020-12-06,13,buy_only,14,,51.5516632470298
2020-12-06,14,buy_only,15,,57.812494095657534
2020-12-06,15,buy_only,16,,63.157671372312045
2020-12-06,16,buy_only,17,,50.79327082205808
2020-12-06,17,buy_only,18,,54.70397937866467
2020-12-06,18,buy_only,19,,49.88637451176348
2020-12-06,19,buy_only,20,,67.63163295058709
2020-12-06,20,buy_only,21,,62.306920043273124
2020-12-06,21,buy_only,22,,64.96606435431939
2020-12-06,22,buy_only,23,,71.00320087123872
2020-12-06,23,buy_sell,1,2.0,64.1305159819903
2020-12-06,24,buy_sell,1,3.0,75.67522079140716
2020-12-06,25,buy_sell,1,4.0,64.63068186857463
2020-12-06,26,buy_sell,1,5.0,61.1537465138444
2020-12-06,27,buy_sell,1,6.0,53.59876562937976
2020-12-06,28,buy_sell,1,7.0,61.96427372585418
2020-12-06,29,buy_sell,1,8.0,62.84937858410242
2020-12-06,30,buy_sell,1,9.0,60.78978639564871
2020-12-06,31,buy_sell,1,10.0,56.19026433827431
2020-12-06,32,buy_sell,1,11.0,51.996923820319644
2020-12-06,33,buy_sell,1,12.0,50.56814955760833
2020-12-06,34,buy_sell,1,13.0,50.305158689027174
2020-12-06,35,buy_sell,1,14.0,44.955970827432736
2020-12-06,36,buy_sell,1,15.0,53.18139271003164
2020-12-06,37,buy_sell,1,16.0,54.59459950899957
2020-12-06,38,buy_sell,1,17.0,48.66804411007183
2020-12-06,39,buy_sell,1,18.0,59.70880184582497
