day,combo_id,kind,buy_hour,sell_hour,profit
2022-12-17,0,buy_only,1,,194.19741141153543
2022-12-17,1,buy_only,2,,194.1095344751385
2022-12-17,2,buy_only,3,,188.15571025802075
2022-12-17,3,buy_only,4,,197.92197413306775
2022-12-17,4,buy_only,5,,201.76406475346408
2022-12-17,5,buy_only,6,,199.31639425546166
2022-12-17,6,buy_only,7,,201.8245485974865
2022-12-17,7,buy_only,8,,197.49391699146406
2022-12-17,8,buy_only,9,,170.48201228791424
2022-12-17,9,buy_only,10,,188.7382681804403
2022-12-17,10,buy_only,11,,191.91056227858354
2022-12-17,11,buy_only,12,,256.40784847330895
2022-12-17,12,buy_only,13,,191.56161956990024
2022-12-17,13,buy_only,14,,199.26718202152068
2022-12-17,14,buy_only,15,,190.75229654712024
2022-12-17,15,buy_only,16,,198.93409432986556
2022-12-17,16,buy_only,17,,188.0225171772655
2022-12-17,17,buy_only,18,,175.3358889331381
2022-12-17,18,buy_only,19,,188.7017925283415
2022-12-17,19,buy_only,20,,218.9700409431785
2022-12-17,20,buy_only,21,,223.64749332607624
2022-12-17,21,buy_only,22,,217.92768331027077
2022-12-17,22,buy_only,23,,225.56667979538946
2022-12-17,23,buy_sell,1,2.0,193.1978440270289
2022-12-17,24,buy_sell,1,3.0,201.00070299606546
2022-12-17,25,buy_sell,1,4.0,194.61041627729222
2022-12-17,26,buy_sell,1,5.0,191.30621834375125
2022-12-17,27,buy_sell,1,6.0,208.14364063628773
2022-12-17,28,buy_sell,1,7.0,191.25420223789183
2022-12-17,29,buy_sell,1,8.0,191.48264833179698
2022-12-17,30,buy_sell,1,9.0,201.93718332130715
2022-12-17,31,buy_sell,1,10.0,211.46118856670768
2022-12-17,32,buy_sell,1,11.0,208.73301564230457
2022-12-17,33,buy_sell,1,12.0,216.8695963627893
2022-12-17,34,buy_sell,1,13.0,217.23898068389548
2022-12-17,35,buy_sell,1,14.0,214.59227688749849
2022-12-17,36,buy_sell,1,15.0,221.9150783954829
2022-12-17,37,buy_sell,1,16.0,202.69277807820202
2022-12-17,38,buy_sell,1,17.0,212.0767344294382
2022-12-17,39,buy_sell,1,18.0,220.93837696515988
2022-12-17,40,buy_sell,1,19.0,216.87422795695994
2022-12-17,41,buy_sell,1,20.0,205.6348404658927
2022-12-17,42,buy_sell,1,21.0,202.6832833903705
2022-12-17,43,buy_sell,1,22.0,207.44762865937798
2022-12-17,44,buy_sell,1,23.0,190.89481591041982
2022-12-17,45,buy_sell,1,24.0,190.3542679090624
2022-12-17,46,buy_sell,2,3.0,203.47149366316353
2022-12-17,47,buy_sell,2,4.0,197.08120694438998
2022-12-17,48,buy_sell,2,5.0,193.7770090108491
2022-12-17,49,buy_sell,2,6.0,210.61443130338535
2022-12-17,50,buy_sell,2,7.0,193.72499290498962
2022-12-17,51,buy_sell,2,8.0,197.0388873022094
2022-12-17,52,buy_sell,2,9.0,213.32136299964276
2022-12-17,53,buy_sell,2,10.0,211.37331163031087
2022-12-17,54,buy_sell,2,11.0,208.64513870590764
2022-12-17,55,buy_sell,2,12.0,211.32773684787452
2022-12-17,56,buy_sell,2,13.0,198.33301759453155
2022-12-17,57,buy_sell,2,14.0,195.68631379813394
2022-12-17,58,buy_sell,2,15.0,203.00911530611836
2022-12-17,59,buy_sell,2,16.0,202.6049011418051
2022-12-17,60,buy_sell,2,17.0,211.98885749304128
2022-12-17,61,buy_sell,2,18.0,222.34613874705343
2022-12-17,62,buy_sell,2,19.0,206.34899064395978
2022-12-17,63,buy_sell,2,20.0,195.10960315289236
2022-12-17,64,buy_sell,2,21.0,191.26198070010088
2022-12-17,65,buy_sell,2,22.0,196.92239134637748
2022-12-17,66,buy_sell,2,23.0,179.853058906248
2022-12-17,67,buy_sell,2,24.0,188.56670425286848
2022-12-17,68,buy_sell,3,4.0,190.9124884052739
2022-12-17,69,buy_sell,3,5.0,187.60829047173308
2022-12-17,70,buy_sell,3,6.0,204.6606070862676
2022-12-17,71,buy_sell,3,7.0,187.55627436587378
2022-12-17,72,buy_sell,3,8.0,190.87016876309343
2022-12-17,73,buy_sell,3,9.0,206.7419225626895
2022-12-17,74,buy_sell,3,10.0,205.4194874131931
2022-12-17,75,buy_sell,3,11.0,202.69131448878983
2022-12-17,76,buy_sell,3,12.0,205.3739126307567
2022-12-17,77,buy_sell,3,13.0,192.37919337741374
2022-12-17,78,buy_sell,3,14.0,189.73248958101624
2022-12-17,79,buy_sell,3,15.0,197.05529108900055
2022-12-17,80,buy_sell,3,16.0,196.6510769246873
2022-12-17,81,buy_sell,3,17.0,206.03503327592352
2022-12-17,82,buy_sell,3,18.0,216.3923145299355
2022-12-17,83,buy_sell,3,19.0,200.39516642684197
2022-12-17,84,buy_sell,3,20.0,189.1557789357745
2022-12-17,85,buy_sell,3,21.0,185.30815648298312
2022-12-17,86,buy_sell,3,22.0,190.9685671292596
2022-12-17,87,buy_sell,3,23.0,173.89923468913025
2022-12-17,88,buy_sell,3,24.0,182.61288003575078
2022-12-17,89,buy_sell,4,5.0,197.58944866877846
2022-12-17,90,buy_sell,4,6.0,214.42687096131476
2022-12-17,91,buy_sell,4,7.0,197.53743256291898
2022-12-17,92,buy_sell,4,8.0,200.8513269601387
2022-12-17,93,buy_sell,4,9.0,217.13380265757206
2022-12-17,94,buy_sell,4,10.0,215.18575128824017
