,2019-06-27 00:00:00+02:00,2019-06-27 00:15:00+02:00,2019-06-27 00:30:00+02:00,2019-06-27 00:45:00+02:00,2019-06-27 01:00:00+02:00,2019-06-27 01:15:00+02:00,2019-06-27 01:30:00+02:00,2019-06-27 01:45:00+02:00,2019-06-27 02:00:00+02:00,2019-06-27 02:15:00+02:00,2019-06-27 02:30:00+02:00,2019-06-27 02:45:00+02:00,2019-06-27 03:00:00+02:00,2019-06-27 03:15:00+02:00,2019-06-27 03:30:00+02:00,2019-06-27 03:45:00+02:00,2019-06-27 04:00:00+02:00,2019-06-27 04:15:00+02:00,2019-06-27 04:30:00+02:00,2019-06-27 04:45:00+02:00,2019-06-27 05:00:00+02:00,2019-06-27 05:15:00+02:00,2019-06-27 05:30:00+02:00,2019-06-27 05:45:00+02:00,2019-06-27 06:00:00+02:00,2019-06-27 06:15:00+02:00,2019-06-27 06:30:00+02:00,2019-06-27 06:45:00+02:00,2019-06-27 07:00:00+02:00,2019-06-27 07:15:00+02:00,2019-06-27 07:30:00+02:00,2019-06-27 07:45:00+02:00,2019-06-27 08:00:00+02:00,2019-06-27 08:15:00+02:00,2019-06-27 08:30:00+02:00,2019-06-27 08:45:00+02:00,2019-06-27 09:00:00+02:00,2019-06-27 09:15:00+02:00,2019-06-27 09:30:00+02:00,2019-06-27 09:45:00+02:00,2019-06-27 10:00:00+02:00,2019-06-27 10:15:00+02:00,2019-06-27 10:30:00+02:00,2019-06-27 10:45:00+02:00,2019-06-27 11:00:00+02:00,2019-06-27 11:15:00+02:00,2019-06-27 11:30:00+02:00,2019-06-27 11:45:00+02:00,2019-06-27 12:00:00+02:00,2019-06-27 12:15:00+02:00,2019-06-27 12:30:00+02:00,2019-06-27 12:45:00+02:00,2019-06-27 13:00:00+02:00,2019-06-27 13:15:00+02:00,2019-06-27 13:30:00+02:00,2019-06-27 13:45:00+02:00,2019-06-27 14:00:00+02:00,2019-06-27 14:15:00+02:00,2019-06-27 14:30:00+02:00,2019-06-27 14:45:00+02:00,2019-06-27 15:00:00+02:00,2019-06-27 15:15:00+02:00,2019-06-27 15:30:00+02:00,2019-06-27 15:45:00+02:00,2019-06-27 16:00:00+02:00,2019-06-27 16:15:00+02:00,2019-06-27 16:30:00+02:00,2019-06-27 16:45:00+02:00,2019-06-27 17:00:00+02:00,2019-06-27 17:15:00+02:00,2019-06-27 17:30:00+02:00,2019-06-27 17:45:00+02:00,2019-06-27 18:00:00+02:00,2019-06-27 18:15:00+02:00,2019-06-27 18:30:00+02:00,2019-06-27 18:45:00+02:00,2019-06-27 19:00:00+02:00,2019-06-27 19:15:00+02:00,2019-06-27 19:30:00+02:00,2019-06-27 19:45:00+02:00,2019-06-27 20:00:00+02:00,2019-06-27 20:15:00+02:00,2019-06-27 20:30:00+02:00,2019-06-27 20:45:00+02:00,2019-06-27 21:00:00+02:00,2019-06-27 21:15:00+02:00,2019-06-27 21:30:00+02:00,2019-06-27 21:45:00+02:00,2019-06-27 22:00:00+02:00,2019-06-27 22:15:00+02:00,2019-06-27 22:30:00+02:00,2019-06-27 22:45:00+02:00,2019-06-27 23:00:00+02:00,2019-06-27 23:15:00+02:00,2019-06-27 23:30:00+02:00,2019-06-27 23:45:00+02:00
2019-06-26 16:15:00+02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-26 16:30:00+02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-26 16:45:00+02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-26 17:00:00+02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-26 17:15:00+02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-26 17:30:00+02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-26 17:45:00+02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-26 18:00:00+02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-26 18:15:00+02:00,,,,,,,,,35.81991701244813,,,,37.669603524229075,37.66916299559472,37.88288288288288,37.88288288288288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-26 18:30:00+02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-26 18:45:00+02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-26 19:00:00+02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-26 19:15:00+02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-26 19:30:00+02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-26 19:45:00+02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-26 20:00:00+02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-26 20:15:00+02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-26 20:30:00+02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-26 20:45:00+02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-26 21:00:00+02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-26 21:15:00+02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.92083333333333,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-26 21:30:00+02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-26 21:45:00+02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.0012658227848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.14950980392157,,,,62.2640909090909,,,55.672079207920795,,52.33704142011835,,,,,,,,,,,,,,,
2019-06-26 22:00:00+02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-26 22:15:00+02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-26 22:30:00+02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-26 22:45:00+02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-26 23:00:00+02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-26 23:15:00+02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-26 23:30:00+02:00,31.948643006263048,31.511240694789084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-26 23:45:00+02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-27 00:00:00+02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-27 00:15:00+02:00,30.234285714285715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.177500000000006,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-27 00:30:00+02:00,,,,,30.32257142857143,,,27.567619047619043,,,,,,,,,,,,,,,,,,,,,,,,45.95521739130435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-27 00:45:00+02:00,28.99059360730594,28.924315068493154,30.02639534883721,28.290947368421055,30.0,30.000000000000004,30.003024911032032,25.994634760705285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-27 01:00:00+02:00,30.953651452282163,27.17707865168539,27.551981981981978,,30.552272727272726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-27 01:15:00+02:00,34.6507852494577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-27 01:30:00+02:00,30.43985655737705,39.974979166666664,37.439256360078275,33.086647619047625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-27 01:45:00+02:00,,37.922435897435896,27.695112781954887,32.437048710601715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-27 02:00:00+02:00,,36.681382716049384,28.938736000000006,25.683999999999997,35.96035947712418,29.632696078431376,25.626081081081086,15.576064516129032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-27 02:15:00+02:00,,35.46633711507294,34.54750980392157,27.806152699075454,45.743089887640444,28.911232394366195,20.97504424778761,22.81828811973807,,,,,,,,,,,,,,,,,,33.032962962962955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-27 02:30:00+02:00,,,40.1754808444097,39.96920533642692,37.297181122448976,31.535837104072396,27.35585365853658,30.976,,26.998595825426943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-27 02:45:00+02:00,,,,39.101035678889986,,34.044638922888616,22.69127071823204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-27 03:00:00+02:00,,,,,34.191357048748344,,29.5446762589928,27.720171821305843,34.36085253456221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.76363636363637,,,,,,,,,,,,,,,,
2019-06-27 03:15:00+02:00,,,,,,30.822477064220184,24.342438271604937,23.989756272401433,,27.02095238095238,,,,,,,,,,,,,,,,,,,,,,48.2875590551181,,,,,,,,,,,,,,,,,,,33.28617021276595,31.956790123456795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-27 03:30:00+02:00,,,,,,,26.85892086330935,,26.1213649851632,21.65222602739726,22.083708737864075,21.310617696160268,,,,,25.501694915254237,,,,,,,30.003182441700964,24.14882175226586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-27 03:45:00+02:00,,,,,,,,20.71479069767442,,21.71385382059801,27.20867924528302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-27 04:00:00+02:00,,,,,,,,,2.4035975189524463,11.732239316239317,16.58765171503958,10.893752468729426,23.074607843137258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-27 04:15:00+02:00,,,,,,,,,,45.71134823091248,28.51899563318777,35.845832230748876,23.15530612244898,22.57126582278481,,,24.242439024390244,,,,,28.98346653346653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-27 04:30:00+02:00,,,,,,,,,,,39.661388101983,,34.07178147268409,24.02604651162791,,26.69024590163934,26.09575471698113,24.53032258064517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-27 04:45:00+02:00,,,,,,,,,,,,51.168336970755135,,30.922286282306167,41.63716216216217,,26.837348484848484,27.256206896551724,30.202333333333332,,27.573636363636357,36.279270833333335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-27 05:00:00+02:00,,,,,,,,,,,,,,,46.57711484593837,33.80551724137931,25.06505190311419,27.077058823529416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-27 05:15:00+02:00,,,,,,,,,,,,,,,,43.80213114754099,23.36434482758621,22.160677290836656,32.605648148148155,34.51767241379311,24.874421252371917,27.809685230024208,34.1425,35.06393939393939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-27 05:30:00+02:00,,,,,,,,,,,,,,,,,26.467772020725395,22.521142857142856,33.1522794117647,35.93423076923076,23.56676354029062,27.801107011070112,34.14008944543828,37.68920000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-27 05:45:00+02:00,,,,,,,,,,,,,,,,,,38.83683896620278,55.162402315484805,32.07095070422535,24.957565217391302,28.42736263736264,33.20318768619662,36.23276995305165,,,,,,,,,,,,29.79849056603774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-27 06:00:00+02:00,,,,,,,,,,,,,,,,,38.71268292682927,,49.41585336538462,,27.991339285714282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-27 06:15:00+02:00,,,,,,,,,,,,,,,,,,,,46.352082853855,29.718096885813154,29.135390070921986,30.177888888888887,43.393154574132495,33.329545454545446,,47.02317901234568,,48.63181818181818,47.518524590163935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-27 06:30:00+02:00,,,,,,,,,,,,,,,,,,,39.34116521739131,34.02021929824561,34.53127197518097,22.21477876106195,31.073836065573776,,28.952227848101263,38.72424920127795,57.21017621145375,50.66625774473358,49.80471875,49.981142857142856,,,,,,29.286103896103896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-27 06:45:00+02:00,,,,,,,,,,,,,,,,,,,,,,36.892998027613416,28.68842787682334,37.75809160305344,33.47868965517241,41.99572519083969,52.097654320987644,51.47054502369667,,52.66840336134453,,47.36214285714286,,,,36.100640883977896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
