,2019-03-31 00:00:00+01:00,2019-03-31 00:15:00+01:00,2019-03-31 00:30:00+01:00,2019-03-31 00:45:00+01:00,2019-03-31 01:00:00+01:00,2019-03-31 01:15:00+01:00,2019-03-31 01:30:00+01:00,2019-03-31 01:45:00+01:00,2019-03-31 03:00:00+02:00,2019-03-31 03:15:00+02:00,2019-03-31 03:30:00+02:00,2019-03-31 03:45:00+02:00,2019-03-31 04:00:00+02:00,2019-03-31 04:15:00+02:00,2019-03-31 04:30:00+02:00,2019-03-31 04:45:00+02:00,2019-03-31 05:00:00+02:00,2019-03-31 05:15:00+02:00,2019-03-31 05:30:00+02:00,2019-03-31 05:45:00+02:00,2019-03-31 06:00:00+02:00,2019-03-31 06:15:00+02:00,2019-03-31 06:30:00+02:00,2019-03-31 06:45:00+02:00,2019-03-31 07:00:00+02:00,2019-03-31 07:15:00+02:00,2019-03-31 07:30:00+02:00,2019-03-31 07:45:00+02:00,2019-03-31 08:00:00+02:00,2019-03-31 08:15:00+02:00,2019-03-31 08:30:00+02:00,2019-03-31 08:45:00+02:00,2019-03-31 09:00:00+02:00,2019-03-31 09:15:00+02:00,2019-03-31 09:30:00+02:00,2019-03-31 09:45:00+02:00,2019-03-31 10:00:00+02:00,2019-03-31 10:15:00+02:00,2019-03-31 10:30:00+02:00,2019-03-31 10:45:00+02:00,2019-03-31 11:00:00+02:00,2019-03-31 11:15:00+02:00,2019-03-31 11:30:00+02:00,2019-03-31 11:45:00+02:00,2019-03-31 12:00:00+02:00,2019-03-31 12:15:00+02:00,2019-03-31 12:30:00+02:00,2019-03-31 12:45:00+02:00,2019-03-31 13:00:00+02:00,2019-03-31 13:15:00+02:00,2019-03-31 13:30:00+02:00,2019-03-31 13:45:00+02:00,2019-03-31 14:00:00+02:00,2019-03-31 14:15:00+02:00,2019-03-31 14:30:00+02:00,2019-03-31 14:45:00+02:00,2019-03-31 15:00:00+02:00,2019-03-31 15:15:00+02:00,2019-03-31 15:30:00+02:00,2019-03-31 15:45:00+02:00,2019-03-31 16:00:00+02:00,2019-03-31 16:15:00+02:00,2019-03-31 16:30:00+02:00,2019-03-31 16:45:00+02:00,2019-03-31 17:00:00+02:00,2019-03-31 17:15:00+02:00,2019-03-31 17:30:00+02:00,2019-03-31 17:45:00+02:00,2019-03-31 18:00:00+02:00,2019-03-31 18:15:00+02:00,2019-03-31 18:30:00+02:00,2019-03-31 18:45:00+02:00,2019-03-31 19:00:00+02:00,2019-03-31 19:15:00+02:00,2019-03-31 19:30:00+02:00,2019-03-31 19:45:00+02:00,2019-03-31 20:00:00+02:00,2019-03-31 20:15:00+02:00,2019-03-31 20:30:00+02:00,2019-03-31 20:45:00+02:00,2019-03-31 21:00:00+02:00,2019-03-31 21:15:00+02:00,2019-03-31 21:30:00+02:00,2019-03-31 21:45:00+02:00,2019-03-31 22:00:00+02:00,2019-03-31 22:15:00+02:00,2019-03-31 22:30:00+02:00,2019-03-31 22:45:00+02:00,2019-03-31 23:00:00+02:00,2019-03-31 23:15:00+02:00,2019-03-31 23:30:00+02:00,2019-03-31 23:45:00+02:00
2019-03-31 07:15:00+02:00,,,,,,,,,,,,,,,,,,,,18.588766328011612,10.795945378151261,8.367657894736842,17.808024691358025,,22.895238095238096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-31 07:30:00+02:00,,,,,,,,,,,,,,,,,,,,,3.6636923076923074,5.110790742526519,16.54213414634146,26.14817555938038,20.79079812206573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-31 07:45:00+02:00,,,,,,,,,,,,,,,,,,,,,,4.491317829457364,10.6241452991453,15.662796208530805,17.007342799188642,20.79246376811594,26.51148325358852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.218095238095238,28.13131313131313,30.555167597765372,,,,,,,,,,,,,,,,,,,,,46.8025462962963,,23.589999999999996,
2019-03-31 08:00:00+02:00,,,,,,,,,,,,,,,,,,,,,,5.379460043196544,12.584545454545456,15.63515,16.132728758169936,25.569807162534435,26.285639534883725,13.795424292845256,35.89844690966721,,,21.54107351225204,35.3757075913777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-31 08:15:00+02:00,,,,,,,,,,,,,,,,,,,,,,,,21.88084821428571,-0.23582417582417592,,29.369831325301202,,34.815577299412915,28.02265780730897,23.125811403508777,7.171171043293114,35.554434782608695,25.30524109014675,24.432394366197176,3.284796044499382,35.396118721461185,32.87824096385542,13.106666666666667,5.209770114942529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-31 08:30:00+02:00,,,,,,,,,,,,,,,,,,,,,,,,,13.809348534201954,23.35196652719665,21.37525333333333,22.126989795918362,36.81683636363636,25.39011111111111,22.958035714285717,13.713109048723899,,,,,34.0,22.157260273972604,18.800938069216762,13.69321052631579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-31 08:45:00+02:00,,,,,,,,,,,,,,,,,,,,,,,,,,18.18685288640596,22.32598811292719,16.24546991210277,39.97074663402693,,21.999999999999996,15.407523510971789,37.01605839416058,26.731060606060606,24.95003003003002,2.743780991735537,34.0,22.0,,16.87298308103295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-31 09:00:00+02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,23.20510028653295,14.284778067885117,36.7226710402999,25.17166666666667,22.0,15.058841309823679,34.64891304347825,,,-4.595667908461947,,,,-1.7545353594389244,,,,10.772271062271061,,26.41902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-31 09:15:00+02:00,,,,,,,,,,,,,,,,,,,,,,,,,,17.99142857142857,12.805671641791042,12.747489539748955,29.57799019607843,26.360528169014085,16.358501440922193,15.943225806451615,,,,5.8145240431795875,31.296569094622193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.04954128440367,,,,,,,21.858500000000003,18.431351590106008,,,,
2019-03-31 09:30:00+02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.46589800443459,25.46114722753346,16.12450819672131,16.112816901408454,34.03253164556962,32.2969512195122,24.753719376391984,5.744856661045531,,,,,,,,,,29.81661538461539,,-5.028649517684887,,,,,-2.2999999999999994,3.8466002844950213,3.49475106685633,4.473926031294453,,,,,,,,,,,28.28813492063492,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-31 09:45:00+02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.4682379349046,38.668227513227514,27.71577909270217,22.94007025761124,16.83778877887789,35.775600000000004,30.556590257879655,22.994476190476192,6.10448275862069,,30.221710526315793,16.93313253012048,9.211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.744565217391305,41.32514492753623,22.033772727272726,18.39,,,,
2019-03-31 10:00:00+02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.025885558583106,23.868750000000002,23.170020618556702,21.273306772908366,34.795933456561926,30.88611818181818,24.399618528610354,8.299717514124293,,,9.628092783505155,,,,,5.790141700404858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-31 10:15:00+02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.127549148099604,12.480070621468927,,22.845402298850576,,30.957686453576866,29.207553191489364,11.816015037593983,5.3488377723970935,25.038235294117648,25.0,19.932301740812377,0.4376410256410257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.87293103448276,33.45658153241651,19.06654676258993,12.041276041666668
2019-03-31 10:30:00+02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.314299153339604,26.36952917771883,35.62687548942834,30.94729072907291,23.05293216630197,8.145779141104295,,32.02523364485982,17.25683823529412,6.922997481108311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-31 10:45:00+02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.651849217638695,35.55282131661441,26.995646153846156,19.564338433843382,11.953769470404984,29.023676012461056,30.065229202037354,,,,27.863278688524595,26.90748663101604,-3.78237721021611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-31 11:00:00+02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.34624303232999,25.214151404151398,15.471940133037693,12.709990933816863,27.911446540880505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-31 11:15:00+02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.22688699360341,14.806161137440759,10.091513094083414,24.143977272727273,24.968501529051988,,,26.23524781341108,27.857664233576642,20.0748,0.47294117647058814,32.00146382266834,,,,,,,,,,,,,,,,,,,,,,30.970563674321504,37.78562874251497,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-31 11:30:00+02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.051478260869564,5.825958747135219,21.631962025316454,,11.071219512195121,10.48420600858369,25.061825481798714,24.982836812144214,23.428686408504173,2.3930983733539892,30.7934375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-31 11:45:00+02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.817579250720461,17.64830827067669,13.430433436532509,18.571079983759642,10.816282352941176,18.704911504424782,19.786764705882355,10.182602739726025,2.353766233766234,27.557321428571427,25.367516339869283,15.056260162601626,-28.01561030235162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-31 12:00:00+02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.123276936776492,7.247978142076502,7.784293893129771,1.3396302521008403,9.45807142857143,15.134004329004329,9.382473347547975,,,,14.685111420612811,-16.25162144275314,,,,,,,,,,,,,,,,,,0.20780730897009966,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-31 12:15:00+02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.036925795053001,3.13580487804878,-0.36161290322580647,,,,0.6425170068027212,,,14.679871794871795,-12.760223792697294,15.932787193973633,,-1.937952,-10.516112000000001,,,,,,,,,,,,,,,,,,,36.49999999999999,40.0,,,,,,,,,,,,,,,,,45.447307692307675,29.808717948717945,17.99,9.121153846153845
2019-03-31 12:30:00+02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.772659235668789,1.5942857142857145,15.678252427184464,18.08891071428571,18.153212237093687,2.361899606299213,20.8946511627907,,24.600889679715305,-11.273192090395481,5.5178125,,-2.014756421612046,-10.243055801594329,,,,,,,,,,,,,,,,,,,,,,,32.094125000000005,,,,,,,,,,,,,,,,,
2019-03-31 12:45:00+02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.007284991568298,25.473126873126876,19.827371794871794,22.63229365768896,8.817901687454146,25.034249146757677,18.220057251908393,27.00774487471526,-4.330745614035088,,,-3.099709035222052,-2.668497576736672,-12.978215384615387,4.281048879837067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-31 13:00:00+02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.024646680942183,19.143510848126233,23.30607553366174,21.332058823529408,29.538210526315787,21.389601063829787,22.42152061855671,-0.6385069984447901,18.38336170212766,2.820584415584416,0.894512,-1.002844702467344,-9.259825327510917,0.14008547008547004,,,-24.895714285714288,-4.001689750692521,,8.909644670050762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-31 13:15:00+02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.184573643410854,25.46047477744807,17.66776805251641,34.51947368421053,20.4979797979798,21.040625000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.49,33.4513475177305,16.0,9.214005602240894
2019-03-31 13:30:00+02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.891666666666666,,20.249155609167673,13.39662817551963,20.101832946635735,3.261594427244582,,,9.089801324503313,-0.8973170731707317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-31 13:45:00+02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.027703435804703,28.424843049327357,14.240896130346231,23.09732860520095,4.20228637413395,16.03566878980892,0.005338809034907598,,,,,,,-11.423694805194806,-3.9992207792207792,,,-14.997387387387388,-4.016391382405745,,,,-0.23458563535911606,,,29.821388888888887,,,,,,,,,,,,,,,,,,,,,,,
2019-03-31 14:00:00+02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.187319223985888,,21.708577981651374,7.129237668161436,19.92006211180124,0.30888888888888894,,,,,,,-9.999999999999998,,,8.986615384615384,-7.959133517132729,3.7404072398190045,,21.8119943019943,-7.858282828282828,-0.1521926910299003,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-31 14:15:00+02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.798117099135062,32.93863568215892,12.596155007549068,28.130600461893764,7.698581081081081,,3.711092896174863,,,,4.2901739130434775,,,,,-0.9324432576769023,5.996442953020134,,,-1.6012634408602149,0.44876325088339214,38.09816513761467,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-31 14:30:00+02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.475515873015873,8.89778830963665,21.504836003051107,4.607935368043089,4.715155615696888,3.7889263157894733,,,,,,,,,-2.1400923076923073,3.913269230769231,14.907116104868912,19.988363636363637,0.5440440165061897,4.886146179401994,33.67722172751558,33.760857258390615,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-31 14:45:00+02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.059678942398488,26.522967651195504,9.911440972222223,7.198176197836168,0.2235135135135135,3.947887323943662,1.975478260869565,2.6440883977900547,2.979777777777778,-20.092362796071637,6.646007259528131,,,,,,,6.54,6.040443925233645,29.73611111111111,30.600805970149253,,,35.048442906574394,38.01,,,,,,,,,,,,,,,,,,,,
2019-03-31 15:00:00+02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.84467908902692,,7.278777777777778,-1.9575501113585743,,,1.3795221843003416,6.9371875,,,,,,,,,,,,28.04672131147541,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-31 15:15:00+02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.122706043956046,10.228820354664611,3.586524310118265,1.5628904428904429,-0.24059233449477332,1.3683756345177667,4.818823529411765,-7.206017699115043,4.5096,2.2588513513513506,9.473195020746886,,,,,,,,,,23.211656441717793,34.999999999999986,,,,,,,,,,,,,,,,,,45.49,29.49699494949495,15.304932735426009,10.53757225433526
2019-03-31 15:30:00+02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.135820105820105,3.5569413919413915,-4.9109148264984235,-7.68372921615202,-2.798070866141732,0.24788288288288285,-6.640873015873016,2.7655711206896556,,,,,6.5652066115702485,18.80580808080808,,,27.370705521472395,,,,,,,,,,,,,,,,,,,,,14.981873111782477,48.641588502269286,28.769082840236685,14.9598167539267,10.414497991967874
2019-03-31 15:45:00+02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.02164047151277,,-8.500801687763714,-6.642755760368663,-1.1187546816479401,,,-2.6442396313364056,5.348221258134491,,,5.669767441860466,18.512227074235806,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-31 16:00:00+02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-17.153811936936936,-9.978422018348626,-1.046618136439268,-0.7384590945194597,-6.669771241830067,-1.1086538461538462,0.12862254025044723,5.4927251184834125,-2.6525000000000007,0.3930666666666668,,,,5.115639810426541,,,,22.77716049382716,,,,,,,50.44983455882353,,,,44.96015250544663,,,,,,,,,,,
2019-03-31 16:15:00+02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-12.185747508305647,-3.5478831417624526,-10.914524089306699,,-4.551338289962825,0.7535117056856186,,,,,21.57726643598616,2.866586345381526,,,,,,,,,,,,50.11739130434782,,20.9926368159204,20.0,,,,,,,,,49.89780960404381,30.76524475524476,17.358954402515728,16.584608695652175
2019-03-31 16:30:00+02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-13.157385159010602,-2.3057187499999996,-22.25989583333333,-11.156941176470589,-9.37260843731432,8.095589743589745,-26.206712062256805,,,,-17.341262071262072,5.917093142272262,38.085078260869565,42.556554054054054,18.02627201565558,23.89999999999999,,42.5934962406015,,,,,,,,,,,,,,,,,,,,
2019-03-31 16:45:00+02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.385714285714283,-23.527299035369772,-3.322377049180328,,18.870184722915624,-11.961020761245676,-1.520049504950495,4.842379713914174,31.690635135135135,,,,,8.557889647326508,26.884367176634218,43.47745003996803,46.7963416898793,,,,,,,,,,,,,,,,,45.78038961038961,30.4375730994152,17.90878787878788,17.821212121212117
2019-03-31 17:00:00+02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.412731970343743,-1.0004814004376368,-1.6287914055505819,20.80815884476534,-10.745623800383877,-2.9273777777777776,,,-3.3160588235294117,6.055529010238908,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-31 17:15:00+02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.38200392927308435,-0.40746575342465763,19.55359223300971,-13.80357405140759,-4.495388429752066,-2.7570872093023255,34.78851263537906,-14.605170807453417,8.965065573770492,,,13.339361702127663,20.728705035971217,45.35560117302053,49.184588235294115,,,,,,,,,47.35957767722474,38.03201538461539,20.275166002656047,24.99922844175492,46.53310657596371,45.325901639344266,,18.0,48.507,,18.0,25.0
2019-03-31 17:30:00+02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.206698606271778,0.6973611111111111,-21.605822603719595,-6.3232463768115945,-3.469176470588235,29.196460280373834,-3.9281343283582086,5.9253981264636995,36.61600000000001,45.05277511961723,,,45.83103103103103,49.235925076452595,,,,,,,,,,,,,,,,,,,,
2019-03-31 17:45:00+02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.644900105152471,-14.635855263157895,-0.07151933701657469,-2.997206703910615,26.631612244897962,-1.5208523028057175,13.090780399274047,37.96624040920717,30.326323676323675,,,,,23.355271084337343,31.176582809224318,39.9887146529563,43.417227722772274,49.66928229665073,,,,,,,,47.21078260869565,40.37493617021277,24.667320261437908,17.999999999999996,39.79367272727273,37.999948586118244,19.800000000000004,
2019-03-31 18:00:00+02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.340238555770471,24.8058439716312,0.7758152173913043,12.427378917378917,33.03342691190707,,10.565244122965643,29.617307692307694,45.11376811594203,46.710070257611235,,,45.21581113801452,46.49600938967137,50.43539823008849,45.25966850828729,23.93314285714286,22.330919220055712,,36.91633266533066,23.570783132530117,27.550172910662823,47.32923076923076,,,,,,,
2019-03-31 18:15:00+02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.733295880149813,-3.1154459203036056,26.082518978605933,-1.9470634920634922,,32.61228406909789,,19.054640522875818,29.909178743961355,,,,,,49.130496453900705,50.68387853692201,46.2,25.374818067754074,26.9,48.0394966442953,38.10279434850864,24.411482720178373,28.928679245283018,,,,,,,19.80815850815851,24.9988344988345
2019-03-31 18:30:00+02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.0574206755373594,10.06965892941734,-3.451771771771771,-4.292700057570524,25.321914460285132,36.61929133858268,13.316018755328217,28.065185185185182,,47.860648148148144,,,,,49.868253968253974,45.19915966386555,,,,,,,,,28.860000000000003,20.0,,,24.0,26.50294117647059
2019-03-31 18:45:00+02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.912566844919786,-11.235098743267505,2.538586616635397,28.748238636363634,35.96606153846154,12.81443388756928,22.263548387096776,45.353031609195405,49.02031598513011,,,,,,,,,48.199648203592815,,,,,,,,,,,
2019-03-31 19:00:00+02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.555410628019323,5.436914968376668,24.241267924528305,30.97924528301887,13.546568720379145,25.893171036204738,44.77289473684209,46.91334661354582,,,,,,,,,,,,,,,,,,,,
2019-03-31 19:15:00+02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.230901926444833,10.41075831702544,24.225932004689334,10.010711053652228,27.96640384615385,45.928501070663806,49.019594594594594,,,,,48.211336032388665,,,,,,,,,,,,,,,
2019-03-31 19:30:00+02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.458816425120771,22.077764976958527,27.830362134688688,37.55181133746679,43.34740877842412,47.7457859141791,26.192572769953053,35.97725388601036,45.29120833333334,,50.15585657370519,46.67099999999999,34.19033955857386,26.919756097560978,,,,,,,28.859999999999996,,44.99476683937824,37.99744791666667,25.33910891089109,26.5
2019-03-31 19:45:00+02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.255158730158737,36.965976529756915,42.66218234723569,43.98531531531531,46.73275073157755,30.865654952076678,,,48.129166666666656,50.09987999999999,,,,,,,,,,,,,,,
2019-03-31 20:00:00+02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.90853773584906,45.150177690029615,45.365993690851745,26.329026217228467,32.9729347826087,45.28158914728682,47.20213114754098,45.092121212121214,,,,,,,,,,,,,,,
2019-03-31 20:15:00+02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.561360381861576,42.958661417322844,47.65876986869385,26.208186195826638,34.91354122621565,41.40747203579418,43.60749475890985,47.46420664206642,,37.72659340659341,33.22967948717949,44.22542372881357,,,,,,,,,,,
2019-03-31 20:30:00+02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.41992414664982,,34.10617726051925,40.65034059945504,44.36113537117904,46.13686098654708,50.97663865546217,45.35242236024844,39.97801047120418,33.09697478991596,,,30.271780821917805,,48.41647058823529,43.78145348837209,28.93835714285714,24.0,,,,
2019-03-31 20:45:00+02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.023112745098025,43.73090680100755,43.06855670103093,44.600221703617265,,,,,41.96857399640502,,,,,,,,,,,
2019-03-31 21:00:00+02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.94233576642336,40.14187910643889,41.745995125913886,40.046952595936794,45.94909395973155,,,,,,,,,,,,,,,
2019-03-31 21:15:00+02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.088671096345514,45.27033898305085,40.78267973856209,33.362732919254654,28.906756756756756,41.02154696132597,,,,,,,,,,,
2019-03-31 21:30:00+02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.29664367816092,35.729593956562795,46.096128868594626,40.018308823529416,29.42717197452229,23.651213142375738,43.02173913043478,39.855000000000004,,24.543019390581716,43.54392233009709,,34.00588988476312,20.76408787010506,42.33472367049009,38.76685138539043,37.029761904761905,14.727759615384617
2019-03-31 21:45:00+02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.86498789346247,42.110149812734086,39.604099462365596,29.793235294117647,30.210860534124624,42.2081351689612,37.62798932384341,29.172142857142852,25.44808394160584,41.93126623376624,34.944871794871794,35.74421851289833,21.933266932270918,,,36.61672794117647,20.0
2019-03-31 22:00:00+02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.96725714285714,35.15477657935285,30.219963503649634,21.008426294820715,42.63210272873193,40.634221311475414,30.018509174311927,28.109066666666664,,,,,,,,
2019-03-31 22:15:00+02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.50764895330113,36.626419753086424,27.336474103585658,39.93745454545455,41.12251798561151,28.509065656565657,27.665714285714287,45.3172932330827,,,,,,,
2019-03-31 22:30:00+02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.31177461139896,,37.797513736263724,31.48022770398482,25.25328671328672,17.69686330935252,,,,,43.72049668874172,36.22578358208955,37.96880715705766,15.914758364312267
2019-03-31 22:45:00+02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.770965468639886,38.90902439024391,30.273201970443345,23.46734693877551,24.35623566878981,41.18164906580016,35.25938311688312,36.95425190839694,18.631197097944376,41.991021126760565,36.27781690140845,37.685182648401835,18.738584474885844
2019-03-31 23:00:00+02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.244846938775513,,19.79441489361702,28.687516339869283,28.59519340974212,39.00544090056285,37.31142091152816,29.41106936416185,37.51670807453416,34.52776173285199,,
