iter	Passed	Remaining
1662	119241	24163
1663	119316	24092
1664	119389	24021
1665	119463	23950
1666	119536	23878
1667	119608	23807
1668	119681	23735
1669	119761	23665
1670	119838	23594
1671	119914	23523
1672	119988	23452
1673	120062	23381
1674	120137	23310
1675	120211	23238
1676	120284	23167
1677	120363	23097
1678	120436	23025
1679	120508	22953
1680	120581	22882
1681	120655	22811
1682	120730	22740
1683	120802	22668
1684	120881	22598
1685	120955	22526
1686	121027	22454
1687	121098	22383
1688	121173	22312
1689	121247	22240
1690	121318	22168
1691	121396	22098
1692	121471	22027
1693	121544	21955
1694	121619	21884
1695	121691	21812
1696	121763	21740
1697	121836	21669
1698	121915	21598
1699	121988	21527
1700	122064	21456
1701	122140	21385
1702	122212	21313
1703	122284	21241
1704	122358	21170
1705	122434	21099
1706	122508	21028
1707	122582	20956
1708	122657	20885
1709	122729	20813
1710	122803	20742
1711	122876	20670
1712	122950	20599
1713	123026	20528
1714	123099	20456
1715	123172	20385
1716	123246	20313
1717	123319	20242
1718	123397	20171
1719	123470	20099
1720	123548	20029
1721	123620	19957
1722	123693	19885
1723	123766	19814
1724	123839	19742
1725	123912	19670
1726	123984	19599
1727	124060	19527
1728	124134	19456
1729	124208	19385
1730	124280	19313
1731	124359	19242
1732	124431	19170
1733	124504	19099
1734	124580	19028
1735	124654	18956
1736	124726	18884
1737	124798	18813
1738	124870	18741
1739	124944	18669
1740	125017	18598
1741	125100	18528
1742	125175	18456
1743	125248	18385
1744	125323	18313
1745	125407	18243
1746	125481	18172
1747	125554	18100
1748	125630	18029
1749	125706	17958
1750	125780	17886
1751	125853	17814
1752	125928	17743
1753	126002	17672
1754	126075	17600
1755	126149	17528
1756	126227	17457
1757	126303	17386
1758	126376	17314
1759	126450	17243
1760	126526	17171
1761	126602	17100
1762	126679	17029
1763	126755	16958
1764	126827	16886
1765	126900	16814
1766	126977	16743
1767	127052	16672
1768	127126	16600
1769	127200	16528
1770	127283	16458
1771	127358	16386
1772	127432	16315
1773	127507	16243
1774	127579	16172
1775	127652	16100
1776	127725	16028
1777	127807	15957
1778	127882	15886
1779	127956	15814
1780	128030	15743
1781	128104	15671
1782	128176	15599
1783	128250	15528
1784	128328	15456
1785	128400	15385
1786	128475	15313
1787	128548	15241
1788	128622	15170
1789	128695	15098
1790	128768	15026
1791	128849	14955
1792	128924	14884
1793	128996	14812
1794	129072	14740
1795	129145	14669
1796	129218	14597
1797	129290	14525
1798	129367	14454
1799	129441	14382
1800	129516	14310
1801	129587	14238
1802	129660	14167
1803	129735	14095
1804	129810	14023
1805	129887	13952
1806	129962	13880
1807	130034	13808
1808	130107	13737
1809	130179	13665
1810	130253	13593
1811	130328	13521
1812	130401	13450
1813	130479	13378
1814	130554	13307
1815	130626	13235
1816	130699	13163
1817	130774	13091
1818	130847	13019
1819	130918	12948
1820	130996	12876
1821	131070	12804
1822	131144	12733
1823	131218	12661
1824	131291	12589
1825	131367	12518
1826	131442	12446
1827	131520	12375
1828	131594	12303
1829	131667	12231
1830	131741	12159
1831	131814	12087
1832	131887	12015
1833	131961	11944
1834	132039	11872
1835	132113	11800
1836	132198	11730
1837	132322	11662
1838	132431	11594
1839	132505	11522
1840	132585	11450
1841	132658	11379
1842	132732	11307
1843	132805	11235
1844	132879	11163
1845	132954	11091
1846	133027	11019
1847	133106	10948
1848	133181	10876
1849	133254	10804
1850	133328	10732
1851	133401	10660
1852	133475	10588
1853	133546	10516
1854	133624	10445
1855	133699	10373
1856	133775	10301
1857	133848	10229
1858	133923	10157
1859	133996	10085
1860	134070	10013
1861	134145	9942
1862	134220	9870
1863	134294	9798
1864	134367	9726
1865	134440	9654
1866	134515	9582
1867	134588	9510
1868	134662	9438
1869	134740	9366
1870	134813	9294
1871	134887	9223
1872	134965	9151
1873	135037	9079
1874	135111	9007
1875	135185	8935
1876	135262	8863
1877	135335	8791
1878	135407	8719
1879	135478	8647
1880	135552	8575
1881	135626	8503
1882	135700	8431
1883	135779	8360
1884	135853	8288
1885	135928	8216
1886	136001	8144
1887	136074	8072
1888	136149	8000
1889	136220	7928
1890	136302	7856
1891	136380	7784
1892	136456	7713
1893	136529	7641
1894	136601	7568
1895	136674	7496
1896	136748	7424
1897	136827	7353
1898	136903	7281
1899	136976	7209
1900	137048	7137
1901	137122	7065
1902	137195	6993
1903	137268	6921
1904	137348	6849
1905	137424	6777
1906	137501	6705
1907	137575	6633
1908	137646	6561
1909	137719	6489
1910	137792	6417
1911	137867	6345
1912	137943	6273
1913	138016	6201
1914	138089	6129
1915	138161	6057
1916	138234	5985
1917	138307	5913
1918	138381	5841
1919	138457	5769
1920	138531	5697
1921	138604	5624
1922	138677	5552
1923	138750	5480
1924	138823	5408
1925	138896	5336
1926	138973	5264
1927	139048	5192
1928	139121	5120
1929	139195	5048
1930	139270	4976
1931	139345	4904
1932	139418	4832
1933	139500	4760
1934	139576	4688
1935	139649	4616
1936	139721	4544
1937	139796	4472
1938	139869	4400
1939	139943	4328
1940	140022	4256
1941	140098	4184
1942	140172	4112
1943	140246	4040
1944	140320	3967
1945	140393	3895
1946	140466	3823
1947	140542	3751
1948	140617	3679
1949	140690	3607
1950	140763	3535
1951	140837	3463
1952	140910	3391
1953	140985	3319
1954	141062	3246
1955	141136	3174
1956	141210	3102
1957	141285	3030
1958	141360	2958
1959	141434	2886
1960	141506	2814
1961	141582	2742
1962	141658	2670
1963	141731	2597
1964	141803	2525
1965	141878	2453
1966	141951	2381
1967	142028	2309
1968	142102	2237
1969	142182	2165
1970	142256	2093
1971	142331	2020
1972	142405	1948
1973	142486	1876
1974	142561	1804
1975	142636	1732
1976	142721	1660
1977	142815	1588
1978	142893	1516
1979	142978	1444
1980	143051	1372
1981	143125	1299
1982	143205	1227
1983	143280	1155
1984	143353	1083
1985	143427	1011
1986	143502	938
1987	143576	866
1988	143650	794
1989	143726	722
1990	143802	650
1991	143875	577
1992	143948	505
1993	144021	433
1994	144093	361
1995	144165	288
1996	144240	216
1997	144316	144
1998	144391	72
1999	144464	0
