iter	RMSE
1013	15.98588868
1014	15.98018036
1015	15.97625131
1016	15.97217393
1017	15.96742703
1018	15.96182918
1019	15.9549117
1020	15.94989309
1021	15.94447328
1022	15.94049861
1023	15.93697929
1024	15.92985253
1025	15.92616545
1026	15.9190852
1027	15.91457644
1028	15.91251892
1029	15.9045812
1030	15.89691335
1031	15.89279368
1032	15.88882211
1033	15.88424564
1034	15.87684118
1035	15.87317836
1036	15.86914907
1037	15.86576466
1038	15.86048475
1039	15.85704903
1040	15.85287251
1041	15.84651247
1042	15.84206069
1043	15.83800405
1044	15.83243685
1045	15.82849232
1046	15.82554711
1047	15.82098885
1048	15.81787427
1049	15.81332413
1050	15.80857093
1051	15.80257454
1052	15.79863183
1053	15.79478308
1054	15.79148466
1055	15.78902356
1056	15.78422762
1057	15.77829565
1058	15.77268618
1059	15.76891743
1060	15.76315875
1061	15.75985858
1062	15.75480533
1063	15.75054988
1064	15.74686087
1065	15.74297889
1066	15.73998898
1067	15.73577795
1068	15.73289898
1069	15.72810068
1070	15.72449911
1071	15.72033476
1072	15.71319472
1073	15.71011226
1074	15.706363
1075	15.70195106
1076	15.69931503
1077	15.69346261
1078	15.68896779
1079	15.68404883
1080	15.67860991
1081	15.67430785
1082	15.66812211
1083	15.66325719
1084	15.65794337
1085	15.65164875
1086	15.64614153
1087	15.64076812
1088	15.63771927
1089	15.6310099
1090	15.62776981
1091	15.62448274
1092	15.62204352
1093	15.61987269
1094	15.61686606
1095	15.61483185
1096	15.61138134
1097	15.60671508
1098	15.60387724
1099	15.59966458
1100	15.59664084
1101	15.59274862
1102	15.58855108
1103	15.58310598
1104	15.57786939
1105	15.57400304
1106	15.5689857
1107	15.56431608
1108	15.55917714
1109	15.55513128
1110	15.55163866
1111	15.54837518
1112	15.5437485
1113	15.54071123
1114	15.5337145
1115	15.52995761
1116	15.52609085
1117	15.52220793
1118	15.51797759
1119	15.51416324
1120	15.51134791
1121	15.50743695
1122	15.50343137
1123	15.49751159
1124	15.49490097
1125	15.48965068
1126	15.48545424
1127	15.48164917
1128	15.47606366
1129	15.47229146
1130	15.46760449
1131	15.46310715
1132	15.45885176
1133	15.4560142
1134	15.45188594
1135	15.44746727
1136	15.44300772
1137	15.44067874
1138	15.43464147
1139	15.43152846
1140	15.42717853
1141	15.4242651
1142	15.41993603
1143	15.41698191
1144	15.41238714
1145	15.41007511
1146	15.40595188
1147	15.40310318
1148	15.40023443
1149	15.39760906
1150	15.39459836
1151	15.38948257
1152	15.38547705
1153	15.38280402
1154	15.37699069
1155	15.37471352
1156	15.37129041
1157	15.36760088
1158	15.36445184
1159	15.3606629
1160	15.35738296
1161	15.35565756
1162	15.35036064
1163	15.34638097
1164	15.34144863
1165	15.33799596
1166	15.33287921
1167	15.32768243
1168	15.32455459
1169	15.3188843
1170	15.31602737
1171	15.31220094
1172	15.30751471
1173	15.30453814
1174	15.30176693
1175	15.29750128
1176	15.2937622
1177	15.28963278
1178	15.28614211
1179	15.2825906
1180	15.27859734
1181	15.27601831
1182	15.2724226
1183	15.26900367
1184	15.26596646
1185	15.26389668
1186	15.25965086
1187	15.25491176
1188	15.24925144
1189	15.24597089
1190	15.24236228
1191	15.23825855
1192	15.23432315
1193	15.23073231
1194	15.22848345
1195	15.22532861
1196	15.22153642
1197	15.21623454
1198	15.21332292
1199	15.21054139
1200	15.20446724
1201	15.20107285
1202	15.19703088
1203	15.19482314
1204	15.18971202
1205	15.18631731
1206	15.18338639
1207	15.17962112
1208	15.17636674
1209	15.17292807
1210	15.16873357
1211	15.16448207
1212	15.1622102
1213	15.15847113
1214	15.15598771
1215	15.15341143
1216	15.15061405
1217	15.14700083
1218	15.14355505
1219	15.14208019
1220	15.1393806
1221	15.13510491
1222	15.13192959
1223	15.12771948
1224	15.12525766
1225	15.12165241
1226	15.11956531
1227	15.11596612
1228	15.11265706
1229	15.10978939
1230	15.10767417
1231	15.10327235
1232	15.09813329
1233	15.09307201
1234	15.08969395
1235	15.0870041
1236	15.08250278
1237	15.07959962
1238	15.07711619
1239	15.07437649
1240	15.07077694
1241	15.06789233
1242	15.06551077
1243	15.06185737
1244	15.05780812
1245	15.05538463
1246	15.0526992
1247	15.04960473
1248	15.04661592
1249	15.04388223
1250	15.0399102
1251	15.03813921
1252	15.03421318
1253	15.03098009
1254	15.02719369
1255	15.02175736
1256	15.0186282
1257	15.0158834
1258	15.01114473
1259	15.00748848
1260	15.0045737
1261	15.00133304
1262	14.99878997
1263	14.9945999
1264	14.99125122
1265	14.98810875
1266	14.98524942
1267	14.98077677
1268	14.97832467
1269	14.97522098
1270	14.97288384
1271	14.96959586
1272	14.96458965
1273	14.9594416
1274	14.95736913
1275	14.95390161
1276	14.95110271
1277	14.94762145
1278	14.94401195
1279	14.94203145
1280	14.93867175
1281	14.93504923
1282	14.93171432
1283	14.92828664
1284	14.92536637
1285	14.92331958
1286	14.91960117
1287	14.91594295
1288	14.91348025
1289	14.91003388
1290	14.90602193
1291	14.9025732
1292	14.90020058
1293	14.89579708
1294	14.89357733
1295	14.89118933
1296	14.88872897
1297	14.88562857
1298	14.88089165
1299	14.87874848
1300	14.87550078
1301	14.87172838
1302	14.86807852
1303	14.86512527
1304	14.8620664
1305	14.85745428
1306	14.85462688
1307	14.85158091
1308	14.84881471
1309	14.84601442
1310	14.8432278
1311	14.8395192
1312	14.83610716
1313	14.83245702
1314	14.82895553
1315	14.82681575
1316	14.82339005
1317	14.82116747
1318	14.81624811
1319	14.81271382
1320	14.81001637
1321	14.80534024
1322	14.80221715
1323	14.79996461
1324	14.79639717
1325	14.79367933
1326	14.79048564
1327	14.7875901
1328	14.78285021
1329	14.78003933
1330	14.77438743
1331	14.77029604
1332	14.76707722
1333	14.76391818
1334	14.76165702
1335	14.75852647
1336	14.75534344
1337	14.75161938
1338	14.74763275
1339	14.74469345
1340	14.7426554
1341	14.74026528
1342	14.73489629
1343	14.73243378
1344	14.72934071
1345	14.72628694
1346	14.72287325
1347	14.7190568
1348	14.71738855
1349	14.71498421
1350	14.71280741
1351	14.71030953
1352	14.70612627
1353	14.7030056
1354	14.69884285
1355	14.6956263
1356	14.69207757
1357	14.68910502
1358	14.68620239
1359	14.68418779
1360	14.68099354
1361	14.67815539
1362	14.67584084
1363	14.67424774
1364	14.67159155
1365	14.66766804
1366	14.66591036
1367	14.66290849
1368	14.65938276
1369	14.65583761
1370	14.65352996
1371	14.65025446
1372	14.64567989
1373	14.64347872
1374	14.64102125
1375	14.63805336
1376	14.63606263
1377	14.6319946
1378	14.62822347
1379	14.62486875
1380	14.62062951
1381	14.61573608
1382	14.61368347
1383	14.60845777
1384	14.60544485
1385	14.60310899
1386	14.60167748
1387	14.6000359
1388	14.59745461
1389	14.59437864
1390	14.5894596
1391	14.58713355
1392	14.58409056
1393	14.58206429
1394	14.5796822
1395	14.57612403
1396	14.57378502
1397	14.57172546
1398	14.56933743
1399	14.56746938
1400	14.56485639
1401	14.5620406
1402	14.55794831
1403	14.5553356
1404	14.55327656
1405	14.55053969
1406	14.54790713
1407	14.54583599
1408	14.54405636
1409	14.54109175
1410	14.5369901
1411	14.53323466
1412	14.5319021
1413	14.53004571
1414	14.52594134
1415	14.52459623
1416	14.52021146
1417	14.51801354
1418	14.5153743
1419	14.51297865
1420	14.50990402
1421	14.50689271
1422	14.50471031
1423	14.50001629
1424	14.49786433
1425	14.4953526
1426	14.49335939
1427	14.49038514
1428	14.48613908
1429	14.4840392
1430	14.48071884
1431	14.47815417
1432	14.47565979
1433	14.47357761
1434	14.47084323
1435	14.46837141
1436	14.46499731
1437	14.46159509
1438	14.4586241
1439	14.45685608
1440	14.45347249
1441	14.44958572
1442	14.44725296
1443	14.44447051
1444	14.44178967
1445	14.43864257
1446	14.43571079
1447	14.43430718
1448	14.43239192
1449	14.42902104
1450	14.42627466
1451	14.42210883
1452	14.4195401
1453	14.41753336
1454	14.41535928
1455	14.41224794
1456	14.40946946
1457	14.4077039
1458	14.40579408
1459	14.40316845
1460	14.40123845
1461	14.39838889
1462	14.39604643
1463	14.3926731
1464	14.38930574
1465	14.38599702
1466	14.38228664
1467	14.37857891
1468	14.37660932
1469	14.37243144
1470	14.3705192
1471	14.36644547
1472	14.36412868
1473	14.36198111
1474	14.35798502
1475	14.35410918
1476	14.35175874
1477	14.34887759
1478	14.34599228
1479	14.34366236
1480	14.34107461
1481	14.33908327
1482	14.33478323
1483	14.33139889
1484	14.32846944
1485	14.32617512
1486	14.32428372
1487	14.32233688
1488	14.32000012
1489	14.31760566
1490	14.31502687
1491	14.31132162
1492	14.30982371
1493	14.30660433
1494	14.30368332
1495	14.30167644
1496	14.2985525
1497	14.2955966
1498	14.29318655
1499	14.29135199
1500	14.288962
1501	14.2847014
1502	14.28294777
1503	14.27954113
1504	14.27655575
1505	14.2740209
1506	14.27147856
1507	14.27032201
1508	14.26872405
1509	14.26709482
1510	14.26486808
1511	14.2631845
1512	14.25915625
1513	14.25574041
1514	14.25318716
1515	14.25013381
1516	14.24831517
1517	14.24644091
1518	14.24446628
1519	14.24269912
1520	14.23954282
1521	14.23668909
1522	14.23512154
1523	14.23183316
1524	14.22942741
1525	14.22674643
1526	14.22498029
1527	14.22288825
1528	14.22050943
1529	14.21860756
1530	14.21734798
1531	14.21424249
1532	14.21215983
1533	14.21025926
1534	14.2070724
1535	14.20237684
1536	14.19867647
1537	14.19692181
1538	14.19451788
1539	14.19226468
1540	14.19047322
1541	14.18812507
1542	14.18408005
1543	14.17944461
1544	14.17734056
1545	14.1759264
1546	14.17269167
1547	14.16897835
1548	14.16628482
1549	14.16434069
1550	14.16205809
1551	14.15891336
1552	14.15660531
1553	14.15495833
1554	14.15240316
1555	14.1494099
1556	14.14704002
1557	14.14337789
1558	14.140416
1559	14.1375823
1560	14.1361058
1561	14.13222771
1562	14.12848976
1563	14.12620272
1564	14.12340469
1565	14.12025067
1566	14.11767182
1567	14.11556523
1568	14.11298526
1569	14.11113993
1570	14.10842676
1571	14.10687192
1572	14.10397117
1573	14.10194244
1574	14.09821746
1575	14.09622651
1576	14.09416514
1577	14.09079272
1578	14.08788142
1579	14.08511581
1580	14.08283089
1581	14.07986107
1582	14.07653072
1583	14.07469572
1584	14.07160727
1585	14.0692133
1586	14.06743961
1587	14.06591924
1588	14.06267418
1589	14.0598476
1590	14.05681679
1591	14.05585267
1592	14.05334191
1593	14.05074726
1594	14.04658107
1595	14.0447418
1596	14.04240186
1597	14.0399829
1598	14.03802637
1599	14.03645996
1600	14.03403633
1601	14.03133019
1602	14.02919705
1603	14.02655269
1604	14.02430452
1605	14.02249282
1606	14.01992187
1607	14.01639657
1608	14.01458497
1609	14.01215878
1610	14.00886237
1611	14.00733629
1612	14.0051338
1613	14.00258256
1614	13.99967582
1615	13.99642642
1616	13.99305452
1617	13.99093124
1618	13.98904426
1619	13.98741343
1620	13.9859785
1621	13.98443138
1622	13.98310927
1623	13.97885018
1624	13.97621641
1625	13.97382434
1626	13.9721664
1627	13.96953775
1628	13.96576506
1629	13.9638715
1630	13.96129798
1631	13.95936615
1632	13.95685311
1633	13.95519644
1634	13.95339172
1635	13.95111321
1636	13.94859573
1637	13.94600159
1638	13.94360445
1639	13.9405235
1640	13.93656083
1641	13.93368667
1642	13.93033224
1643	13.92869479
1644	13.9267054
1645	13.92431908
1646	13.92270644
1647	13.91934204
1648	13.91783824
1649	13.91562104
1650	13.91347933
1651	13.91090188
1652	13.90960114
1653	13.9069863
1654	13.90335774
1655	13.90042203
1656	13.89827107
1657	13.89655582
1658	13.89480803
1659	13.89273468
1660	13.89124022
1661	13.88863393
1662	13.88373758
1663	13.88113039
1664	13.87770594
